>1_3	p_riboswitch=0.897237
>777_3	p_riboswitch=0.561225
>778_3	p_riboswitch=0.019178
>779_3	p_riboswitch=0.015503
>780_3	p_riboswitch=0.987092
>781_3	p_riboswitch=0.991022
>782_3	p_riboswitch=0.007904
>783_3	p_riboswitch=0.008532
>784_3	p_riboswitch=0.010081
>785_3	p_riboswitch=0.007078
>786_3	p_riboswitch=0.009119
>787_3	p_riboswitch=0.007516
>788_3	p_riboswitch=0.002802
>789_3	p_riboswitch=0.002521
>790_3	p_riboswitch=0.003108
>791_3	p_riboswitch=0.003502
>792_3	p_riboswitch=0.003030
>793_3	p_riboswitch=0.006068
>794_3	p_riboswitch=0.009940
>795_3	p_riboswitch=0.023992
>796_3	p_riboswitch=0.001726
>797_3	p_riboswitch=0.007590
>798_3	p_riboswitch=0.032197
>799_3	p_riboswitch=0.379364
>800_3	p_riboswitch=0.029952
>801_3	p_riboswitch=0.987570
>802_3	p_riboswitch=0.998057
>803_3	p_riboswitch=0.016115
>804_3	p_riboswitch=0.008680
>805_3	p_riboswitch=0.009271
>806_3	p_riboswitch=0.006465
>807_3	p_riboswitch=0.009105
>808_3	p_riboswitch=0.007507
>809_3	p_riboswitch=0.002735
>810_3	p_riboswitch=0.002940
>811_3	p_riboswitch=0.003598
>812_3	p_riboswitch=0.003455
>813_3	p_riboswitch=0.003678
>814_3	p_riboswitch=0.007117
>815_3	p_riboswitch=0.019396
>816_3	p_riboswitch=0.012611
>817_3	p_riboswitch=0.007014
>818_3	p_riboswitch=0.035716
>819_3	p_riboswitch=0.088697
>820_3	p_riboswitch=0.051253
>821_3	p_riboswitch=0.989997
>822_3	p_riboswitch=0.998309
>823_3	p_riboswitch=0.011305
>824_3	p_riboswitch=0.008513
>825_3	p_riboswitch=0.007360
>826_3	p_riboswitch=0.006422
>827_3	p_riboswitch=0.009161
>828_3	p_riboswitch=0.007524
>829_3	p_riboswitch=0.002310
>830_3	p_riboswitch=0.003389
>831_3	p_riboswitch=0.003572
>832_3	p_riboswitch=0.004173
>833_3	p_riboswitch=0.003820
>834_3	p_riboswitch=0.007115
>835_3	p_riboswitch=0.009847
>836_3	p_riboswitch=0.012133
>837_3	p_riboswitch=0.040312
>838_3	p_riboswitch=0.067585
>839_3	p_riboswitch=0.854049
>840_3	p_riboswitch=0.996540
>841_3	p_riboswitch=0.998002
>842_3	p_riboswitch=0.010671
>843_3	p_riboswitch=0.007805
>844_3	p_riboswitch=0.007228
>845_3	p_riboswitch=0.006467
>846_3	p_riboswitch=0.008906
>847_3	p_riboswitch=0.005812
>848_3	p_riboswitch=0.002510
>849_3	p_riboswitch=0.003422
>850_3	p_riboswitch=0.004202
>851_3	p_riboswitch=0.004257
>852_3	p_riboswitch=0.004150
>853_3	p_riboswitch=0.005766
>854_3	p_riboswitch=0.010958
>855_3	p_riboswitch=0.078401
>856_3	p_riboswitch=0.119577
>857_3	p_riboswitch=0.718724
>858_3	p_riboswitch=0.753111
>859_3	p_riboswitch=0.998464
>860_3	p_riboswitch=0.010027
>861_3	p_riboswitch=0.007640
>862_3	p_riboswitch=0.007261
>863_3	p_riboswitch=0.006312
>864_3	p_riboswitch=0.007362
>865_3	p_riboswitch=0.005540
>866_3	p_riboswitch=0.002605
>867_3	p_riboswitch=0.004000
>868_3	p_riboswitch=0.004272
>869_3	p_riboswitch=0.004600
>870_3	p_riboswitch=0.004042
>871_3	p_riboswitch=0.007535
>872_3	p_riboswitch=0.026290
>873_3	p_riboswitch=0.062380
>874_3	p_riboswitch=0.817420
>875_3	p_riboswitch=0.577769
>876_3	p_riboswitch=0.949520
>877_3	p_riboswitch=0.012774
>878_3	p_riboswitch=0.007644
>879_3	p_riboswitch=0.010398
>880_3	p_riboswitch=0.005474
>881_3	p_riboswitch=0.006908
>882_3	p_riboswitch=0.005918
>883_3	p_riboswitch=0.003229
>884_3	p_riboswitch=0.004110
>885_3	p_riboswitch=0.004588
>886_3	p_riboswitch=0.004942
>887_3	p_riboswitch=0.004739
>888_3	p_riboswitch=0.008736
>889_3	p_riboswitch=0.024902
>890_3	p_riboswitch=0.339434
>891_3	p_riboswitch=0.715224
>892_3	p_riboswitch=0.887369
>893_3	p_riboswitch=0.012408
>894_3	p_riboswitch=0.007201
>895_3	p_riboswitch=0.006100
>896_3	p_riboswitch=0.005392
>897_3	p_riboswitch=0.007131
>898_3	p_riboswitch=0.005864
>899_3	p_riboswitch=0.003312
>900_3	p_riboswitch=0.004408
>901_3	p_riboswitch=0.005030
>902_3	p_riboswitch=0.005231
>903_3	p_riboswitch=0.005055
>904_3	p_riboswitch=0.009973
>905_3	p_riboswitch=0.069953
>906_3	p_riboswitch=0.247180
>907_3	p_riboswitch=0.937050
>908_3	p_riboswitch=0.011181
>909_3	p_riboswitch=0.006482
>910_3	p_riboswitch=0.005799
>911_3	p_riboswitch=0.007723
>912_3	p_riboswitch=0.007093
>913_3	p_riboswitch=0.006184
>914_3	p_riboswitch=0.003462
>915_3	p_riboswitch=0.004760
>916_3	p_riboswitch=0.005221
>917_3	p_riboswitch=0.005453
>918_3	p_riboswitch=0.005424
>919_3	p_riboswitch=0.012038
>920_3	p_riboswitch=0.957373
>921_3	p_riboswitch=0.422121
>922_3	p_riboswitch=0.008798
>923_3	p_riboswitch=0.006124
>924_3	p_riboswitch=0.008321
>925_3	p_riboswitch=0.007119
>926_3	p_riboswitch=0.004013
>927_3	p_riboswitch=0.007210
>928_3	p_riboswitch=0.004064
>929_3	p_riboswitch=0.005012
>930_3	p_riboswitch=0.005408
>931_3	p_riboswitch=0.005660
>932_3	p_riboswitch=0.006256
>933_3	p_riboswitch=0.010069
>934_3	p_riboswitch=0.025837
>935_3	p_riboswitch=0.007983
>936_3	p_riboswitch=0.007992
>937_3	p_riboswitch=0.008481
>938_3	p_riboswitch=0.006912
>939_3	p_riboswitch=0.003852
>940_3	p_riboswitch=0.004392
>941_3	p_riboswitch=0.004043
>942_3	p_riboswitch=0.005241
>943_3	p_riboswitch=0.005601
>944_3	p_riboswitch=0.006208
>945_3	p_riboswitch=0.005502
>946_3	p_riboswitch=0.013482
>947_3	p_riboswitch=0.007891
>948_3	p_riboswitch=0.008531
>949_3	p_riboswitch=0.013949
>950_3	p_riboswitch=0.004078
>951_3	p_riboswitch=0.003830
>952_3	p_riboswitch=0.006895
>953_3	p_riboswitch=0.004226
>954_3	p_riboswitch=0.005509
>955_3	p_riboswitch=0.006011
>956_3	p_riboswitch=0.005248
>957_3	p_riboswitch=0.006538
>958_3	p_riboswitch=0.010531
>959_3	p_riboswitch=0.012808
>960_3	p_riboswitch=0.014180
>961_3	p_riboswitch=0.003676
>962_3	p_riboswitch=0.004271
>963_3	p_riboswitch=0.007840
>964_3	p_riboswitch=0.004488
>965_3	p_riboswitch=0.005930
>966_3	p_riboswitch=0.004945
>967_3	p_riboswitch=0.005877
>968_3	p_riboswitch=0.013662
>969_3	p_riboswitch=0.012062
>970_3	p_riboswitch=0.014195
>971_3	p_riboswitch=0.007733
>972_3	p_riboswitch=0.010101
>973_3	p_riboswitch=0.008767
>974_3	p_riboswitch=0.004285
>975_3	p_riboswitch=0.004933
>976_3	p_riboswitch=0.005563
>977_3	p_riboswitch=0.018240
>978_3	p_riboswitch=0.011206
>979_3	p_riboswitch=0.011115
>980_3	p_riboswitch=0.012824
>981_3	p_riboswitch=0.011135
>982_3	p_riboswitch=0.010660
>983_3	p_riboswitch=0.004927
>984_3	p_riboswitch=0.005232
>985_3	p_riboswitch=0.017163
>986_3	p_riboswitch=0.015217
>987_3	p_riboswitch=0.014770
>988_3	p_riboswitch=0.014105
>989_3	p_riboswitch=0.014405
>990_3	p_riboswitch=0.009189
>991_3	p_riboswitch=0.003928
>992_3	p_riboswitch=0.016622
>993_3	p_riboswitch=0.020742
>994_3	p_riboswitch=0.016934
>995_3	p_riboswitch=0.023152
>996_3	p_riboswitch=0.005321
>997_3	p_riboswitch=0.011145
>998_3	p_riboswitch=0.021452
>999_3	p_riboswitch=0.023794
>1000_3	p_riboswitch=0.029376
>1001_3	p_riboswitch=0.005660
>1002_3	p_riboswitch=0.005811
>1003_3	p_riboswitch=0.023695
>1004_3	p_riboswitch=0.031450
>1005_3	p_riboswitch=0.028639
>1006_3	p_riboswitch=0.006308
>1007_3	p_riboswitch=0.024128
>1008_3	p_riboswitch=0.014525
>1009_3	p_riboswitch=0.034977
>1010_3	p_riboswitch=0.022033
>1011_3	p_riboswitch=0.017358
>1012_3	p_riboswitch=0.034565
>1013_3	p_riboswitch=0.008321
>1014_3	p_riboswitch=0.007468
>1015_3	p_riboswitch=0.002882
>1016_3	p_riboswitch=0.002567
>1017_3	p_riboswitch=0.002650
>1018_3	p_riboswitch=0.002921
>1019_3	p_riboswitch=0.002951
>1020_3	p_riboswitch=0.005698
>1021_3	p_riboswitch=0.014523
>1022_3	p_riboswitch=0.011923
>1023_3	p_riboswitch=0.018629
>1024_3	p_riboswitch=0.009862
>1025_3	p_riboswitch=0.007253
>1026_3	p_riboswitch=0.561225
>1027_3	p_riboswitch=0.019178
>1028_3	p_riboswitch=0.015503
>1029_3	p_riboswitch=0.987092
>1030_3	p_riboswitch=0.991022
>1031_3	p_riboswitch=0.998423
>1032_3	p_riboswitch=0.996942
>1033_3	p_riboswitch=0.999663
>1034_3	p_riboswitch=0.999691
>1035_3	p_riboswitch=0.009119
>1036_3	p_riboswitch=0.007516
>1037_3	p_riboswitch=0.002802
>1038_3	p_riboswitch=0.002521
>1039_3	p_riboswitch=0.003108
>1040_3	p_riboswitch=0.003502
>1041_3	p_riboswitch=0.003030
>1042_3	p_riboswitch=0.006068
>1043_3	p_riboswitch=0.009940
>1044_3	p_riboswitch=0.023992
>1045_3	p_riboswitch=0.001726
>1046_3	p_riboswitch=0.007590
>1047_3	p_riboswitch=0.032197
>1048_3	p_riboswitch=0.379365
>1049_3	p_riboswitch=0.029952
>1050_3	p_riboswitch=0.987570
>1051_3	p_riboswitch=0.998057
>1052_3	p_riboswitch=0.993076
>1053_3	p_riboswitch=0.999742
>1054_3	p_riboswitch=0.999719
>1055_3	p_riboswitch=0.999419
>1056_3	p_riboswitch=0.009105
>1057_3	p_riboswitch=0.007507
>1058_3	p_riboswitch=0.002735
>1059_3	p_riboswitch=0.002940
>1060_3	p_riboswitch=0.003598
>1061_3	p_riboswitch=0.003455
>1062_3	p_riboswitch=0.003678
>1063_3	p_riboswitch=0.007117
>1064_3	p_riboswitch=0.019396
>1065_3	p_riboswitch=0.012611
>1066_3	p_riboswitch=0.007014
>1067_3	p_riboswitch=0.035716
>1068_3	p_riboswitch=0.088697
>1069_3	p_riboswitch=0.051253
>1070_3	p_riboswitch=0.989997
>1071_3	p_riboswitch=0.998309
>1072_3	p_riboswitch=0.898226
>1073_3	p_riboswitch=0.998216
>1074_3	p_riboswitch=0.999409
>1075_3	p_riboswitch=0.999521
>1076_3	p_riboswitch=0.009161
>1077_3	p_riboswitch=0.007524
>1078_3	p_riboswitch=0.002310
>1079_3	p_riboswitch=0.003389
>1080_3	p_riboswitch=0.003572
>1081_3	p_riboswitch=0.004173
>1082_3	p_riboswitch=0.003820
>1083_3	p_riboswitch=0.007115
>1084_3	p_riboswitch=0.009847
>1085_3	p_riboswitch=0.012133
>1086_3	p_riboswitch=0.040312
>1087_3	p_riboswitch=0.067585
>1088_3	p_riboswitch=0.854049
>1089_3	p_riboswitch=0.996540
>1090_3	p_riboswitch=0.998002
>1091_3	p_riboswitch=0.108203
>1092_3	p_riboswitch=0.998679
>1093_3	p_riboswitch=0.997869
>1094_3	p_riboswitch=0.997223
>1095_3	p_riboswitch=0.008906
>1096_3	p_riboswitch=0.005812
>1097_3	p_riboswitch=0.002510
>1098_3	p_riboswitch=0.003422
>1099_3	p_riboswitch=0.004202
>1100_3	p_riboswitch=0.004257
>1101_3	p_riboswitch=0.004150
>1102_3	p_riboswitch=0.005766
>1103_3	p_riboswitch=0.010958
>1104_3	p_riboswitch=0.078401
>1105_3	p_riboswitch=0.119577
>1106_3	p_riboswitch=0.718724
>1107_3	p_riboswitch=0.753111
>1108_3	p_riboswitch=0.998464
>1109_3	p_riboswitch=0.894080
>1110_3	p_riboswitch=0.998511
>1111_3	p_riboswitch=0.997060
>1112_3	p_riboswitch=0.976116
>1113_3	p_riboswitch=0.007362
>1114_3	p_riboswitch=0.005540
>1115_3	p_riboswitch=0.002605
>1116_3	p_riboswitch=0.004000
>1117_3	p_riboswitch=0.004272
>1118_3	p_riboswitch=0.004600
>1119_3	p_riboswitch=0.004042
>1120_3	p_riboswitch=0.007535
>1121_3	p_riboswitch=0.026290
>1122_3	p_riboswitch=0.062380
>1123_3	p_riboswitch=0.817420
>1124_3	p_riboswitch=0.577769
>1125_3	p_riboswitch=0.949520
>1126_3	p_riboswitch=0.939758
>1127_3	p_riboswitch=0.999466
>1128_3	p_riboswitch=0.994914
>1129_3	p_riboswitch=0.997860
>1130_3	p_riboswitch=0.006908
>1131_3	p_riboswitch=0.005918
>1132_3	p_riboswitch=0.003229
>1133_3	p_riboswitch=0.004110
>1134_3	p_riboswitch=0.004588
>1135_3	p_riboswitch=0.004942
>1136_3	p_riboswitch=0.004739
>1137_3	p_riboswitch=0.008736
>1138_3	p_riboswitch=0.024902
>1139_3	p_riboswitch=0.339434
>1140_3	p_riboswitch=0.715224
>1141_3	p_riboswitch=0.887369
>1142_3	p_riboswitch=0.991759
>1143_3	p_riboswitch=0.999411
>1144_3	p_riboswitch=0.981327
>1145_3	p_riboswitch=0.951365
>1146_3	p_riboswitch=0.007131
>1147_3	p_riboswitch=0.005864
>1148_3	p_riboswitch=0.003312
>1149_3	p_riboswitch=0.004408
>1150_3	p_riboswitch=0.005030
>1151_3	p_riboswitch=0.005231
>1152_3	p_riboswitch=0.005055
>1153_3	p_riboswitch=0.009973
>1154_3	p_riboswitch=0.069953
>1155_3	p_riboswitch=0.247180
>1156_3	p_riboswitch=0.937050
>1157_3	p_riboswitch=0.987471
>1158_3	p_riboswitch=0.984350
>1159_3	p_riboswitch=0.983713
>1160_3	p_riboswitch=0.108264
>1161_3	p_riboswitch=0.007093
>1162_3	p_riboswitch=0.006184
>1163_3	p_riboswitch=0.003462
>1164_3	p_riboswitch=0.004760
>1165_3	p_riboswitch=0.005221
>1166_3	p_riboswitch=0.005453
>1167_3	p_riboswitch=0.005424
>1168_3	p_riboswitch=0.012038
>1169_3	p_riboswitch=0.957373
>1170_3	p_riboswitch=0.422121
>1171_3	p_riboswitch=0.990121
>1172_3	p_riboswitch=0.994249
>1173_3	p_riboswitch=0.990443
>1174_3	p_riboswitch=0.379281
>1175_3	p_riboswitch=0.004013
>1176_3	p_riboswitch=0.007210
>1177_3	p_riboswitch=0.004064
>1178_3	p_riboswitch=0.005012
>1179_3	p_riboswitch=0.005408
>1180_3	p_riboswitch=0.005660
>1181_3	p_riboswitch=0.006256
>1182_3	p_riboswitch=0.010069
>1183_3	p_riboswitch=0.025837
>1184_3	p_riboswitch=0.960890
>1185_3	p_riboswitch=0.967631
>1186_3	p_riboswitch=0.985493
>1187_3	p_riboswitch=0.952332
>1188_3	p_riboswitch=0.003852
>1189_3	p_riboswitch=0.004392
>1190_3	p_riboswitch=0.004043
>1191_3	p_riboswitch=0.005241
>1192_3	p_riboswitch=0.005601
>1193_3	p_riboswitch=0.006208
>1194_3	p_riboswitch=0.005502
>1195_3	p_riboswitch=0.013482
>1196_3	p_riboswitch=0.218804
>1197_3	p_riboswitch=0.984327
>1198_3	p_riboswitch=0.994653
>1199_3	p_riboswitch=0.709073
>1200_3	p_riboswitch=0.003830
>1201_3	p_riboswitch=0.006895
>1202_3	p_riboswitch=0.004226
>1203_3	p_riboswitch=0.005509
>1204_3	p_riboswitch=0.006011
>1205_3	p_riboswitch=0.005248
>1206_3	p_riboswitch=0.006538
>1207_3	p_riboswitch=0.013479
>1208_3	p_riboswitch=0.247432
>1209_3	p_riboswitch=0.995459
>1210_3	p_riboswitch=0.629576
>1211_3	p_riboswitch=0.004271
>1212_3	p_riboswitch=0.007840
>1213_3	p_riboswitch=0.004488
>1214_3	p_riboswitch=0.005930
>1215_3	p_riboswitch=0.004945
>1216_3	p_riboswitch=0.005877
>1217_3	p_riboswitch=0.006858
>1218_3	p_riboswitch=0.031840
>1219_3	p_riboswitch=0.089862
>1220_3	p_riboswitch=0.939984
>1221_3	p_riboswitch=0.010101
>1222_3	p_riboswitch=0.008767
>1223_3	p_riboswitch=0.004285
>1224_3	p_riboswitch=0.004933
>1225_3	p_riboswitch=0.005563
>1226_3	p_riboswitch=0.006732
>1227_3	p_riboswitch=0.011800
>1228_3	p_riboswitch=0.025957
>1229_3	p_riboswitch=0.022748
>1230_3	p_riboswitch=0.011135
>1231_3	p_riboswitch=0.010660
>1232_3	p_riboswitch=0.004927
>1233_3	p_riboswitch=0.005232
>1234_3	p_riboswitch=0.006508
>1235_3	p_riboswitch=0.007984
>1236_3	p_riboswitch=0.010993
>1237_3	p_riboswitch=0.020208
>1238_3	p_riboswitch=0.014405
>1239_3	p_riboswitch=0.009189
>1240_3	p_riboswitch=0.003928
>1241_3	p_riboswitch=0.006435
>1242_3	p_riboswitch=0.006760
>1243_3	p_riboswitch=0.007871
>1244_3	p_riboswitch=0.009722
>1245_3	p_riboswitch=0.005321
>1246_3	p_riboswitch=0.011145
>1247_3	p_riboswitch=0.005382
>1248_3	p_riboswitch=0.006879
>1249_3	p_riboswitch=0.006750
>1250_3	p_riboswitch=0.007558
>1251_3	p_riboswitch=0.005811
>1252_3	p_riboswitch=0.005043
>1253_3	p_riboswitch=0.006784
>1254_3	p_riboswitch=0.006812
>1255_3	p_riboswitch=0.006633
>1256_3	p_riboswitch=0.005949
>1257_3	p_riboswitch=0.014830
>1258_3	p_riboswitch=0.006904
>1259_3	p_riboswitch=0.006678
>1260_3	p_riboswitch=0.021691
>1261_3	p_riboswitch=0.006837
>1262_3	p_riboswitch=0.006779
>1263_3	p_riboswitch=0.008666
>1264_3	p_riboswitch=0.006698
>1265_3	p_riboswitch=0.008374
>1266_3	p_riboswitch=0.002650
>1267_3	p_riboswitch=0.002921
>1268_3	p_riboswitch=0.002951
>1269_3	p_riboswitch=0.005698
>1270_3	p_riboswitch=0.014523
>1271_3	p_riboswitch=0.011923
>1272_3	p_riboswitch=0.018629
>1273_3	p_riboswitch=0.009862
>1274_3	p_riboswitch=0.007253
>1275_3	p_riboswitch=0.561225
>1276_3	p_riboswitch=0.019178
>1277_3	p_riboswitch=0.015503
>1278_3	p_riboswitch=0.987092
>1279_3	p_riboswitch=0.991022
>1280_3	p_riboswitch=0.998423
>1281_3	p_riboswitch=0.996942
>1282_3	p_riboswitch=0.999663
>1283_3	p_riboswitch=0.999691
>1284_3	p_riboswitch=0.998565
>1285_3	p_riboswitch=0.999278
>1286_3	p_riboswitch=0.999306
>1287_3	p_riboswitch=0.999823
>1288_3	p_riboswitch=0.003108
>1289_3	p_riboswitch=0.003502
>1290_3	p_riboswitch=0.003030
>1291_3	p_riboswitch=0.006068
>1292_3	p_riboswitch=0.009940
>1293_3	p_riboswitch=0.023992
>1294_3	p_riboswitch=0.001726
>1295_3	p_riboswitch=0.007590
>1296_3	p_riboswitch=0.032197
>1297_3	p_riboswitch=0.379365
>1298_3	p_riboswitch=0.029952
>1299_3	p_riboswitch=0.987570
>1300_3	p_riboswitch=0.998057
>1301_3	p_riboswitch=0.993076
>1302_3	p_riboswitch=0.999742
>1303_3	p_riboswitch=0.999719
>1304_3	p_riboswitch=0.999419
>1305_3	p_riboswitch=0.999712
>1306_3	p_riboswitch=0.999085
>1307_3	p_riboswitch=0.999225
>1308_3	p_riboswitch=0.999826
>1309_3	p_riboswitch=0.003598
>1310_3	p_riboswitch=0.003455
>1311_3	p_riboswitch=0.003678
>1312_3	p_riboswitch=0.007117
>1313_3	p_riboswitch=0.019396
>1314_3	p_riboswitch=0.012611
>1315_3	p_riboswitch=0.007014
>1316_3	p_riboswitch=0.035716
>1317_3	p_riboswitch=0.088697
>1318_3	p_riboswitch=0.051253
>1319_3	p_riboswitch=0.989997
>1320_3	p_riboswitch=0.998309
>1321_3	p_riboswitch=0.898226
>1322_3	p_riboswitch=0.998216
>1323_3	p_riboswitch=0.999409
>1324_3	p_riboswitch=0.999521
>1325_3	p_riboswitch=0.995235
>1326_3	p_riboswitch=0.998998
>1327_3	p_riboswitch=0.998837
>1328_3	p_riboswitch=0.999816
>1329_3	p_riboswitch=0.003572
>1330_3	p_riboswitch=0.004173
>1331_3	p_riboswitch=0.003820
>1332_3	p_riboswitch=0.007115
>1333_3	p_riboswitch=0.009847
>1334_3	p_riboswitch=0.012133
>1335_3	p_riboswitch=0.040312
>1336_3	p_riboswitch=0.067585
>1337_3	p_riboswitch=0.854049
>1338_3	p_riboswitch=0.996540
>1339_3	p_riboswitch=0.998002
>1340_3	p_riboswitch=0.108203
>1341_3	p_riboswitch=0.998679
>1342_3	p_riboswitch=0.997869
>1343_3	p_riboswitch=0.997223
>1344_3	p_riboswitch=0.996695
>1345_3	p_riboswitch=0.997752
>1346_3	p_riboswitch=0.998617
>1347_3	p_riboswitch=0.999800
>1348_3	p_riboswitch=0.004202
>1349_3	p_riboswitch=0.004257
>1350_3	p_riboswitch=0.004150
>1351_3	p_riboswitch=0.005766
>1352_3	p_riboswitch=0.010958
>1353_3	p_riboswitch=0.078401
>1354_3	p_riboswitch=0.119577
>1355_3	p_riboswitch=0.718724
>1356_3	p_riboswitch=0.753111
>1357_3	p_riboswitch=0.998464
>1358_3	p_riboswitch=0.894080
>1359_3	p_riboswitch=0.998511
>1360_3	p_riboswitch=0.997060
>1361_3	p_riboswitch=0.976116
>1362_3	p_riboswitch=0.933233
>1363_3	p_riboswitch=0.997905
>1364_3	p_riboswitch=0.996244
>1365_3	p_riboswitch=0.999791
>1366_3	p_riboswitch=0.004272
>1367_3	p_riboswitch=0.004600
>1368_3	p_riboswitch=0.004042
>1369_3	p_riboswitch=0.007535
>1370_3	p_riboswitch=0.026290
>1371_3	p_riboswitch=0.062380
>1372_3	p_riboswitch=0.817420
>1373_3	p_riboswitch=0.577769
>1374_3	p_riboswitch=0.949520
>1375_3	p_riboswitch=0.939758
>1376_3	p_riboswitch=0.999466
>1377_3	p_riboswitch=0.994914
>1378_3	p_riboswitch=0.997860
>1379_3	p_riboswitch=0.680055
>1380_3	p_riboswitch=0.986408
>1381_3	p_riboswitch=0.996673
>1382_3	p_riboswitch=0.999742
>1383_3	p_riboswitch=0.004588
>1384_3	p_riboswitch=0.004942
>1385_3	p_riboswitch=0.004739
>1386_3	p_riboswitch=0.008736
>1387_3	p_riboswitch=0.024902
>1388_3	p_riboswitch=0.339434
>1389_3	p_riboswitch=0.715224
>1390_3	p_riboswitch=0.887369
>1391_3	p_riboswitch=0.991759
>1392_3	p_riboswitch=0.999411
>1393_3	p_riboswitch=0.981327
>1394_3	p_riboswitch=0.951365
>1395_3	p_riboswitch=0.999538
>1396_3	p_riboswitch=0.948842
>1397_3	p_riboswitch=0.930698
>1398_3	p_riboswitch=0.999747
>1399_3	p_riboswitch=0.005030
>1400_3	p_riboswitch=0.005231
>1401_3	p_riboswitch=0.005055
>1402_3	p_riboswitch=0.009973
>1403_3	p_riboswitch=0.069953
>1404_3	p_riboswitch=0.247180
>1405_3	p_riboswitch=0.937050
>1406_3	p_riboswitch=0.987471
>1407_3	p_riboswitch=0.984350
>1408_3	p_riboswitch=0.983713
>1409_3	p_riboswitch=0.108264
>1410_3	p_riboswitch=0.998531
>1411_3	p_riboswitch=0.999506
>1412_3	p_riboswitch=0.717043
>1413_3	p_riboswitch=0.999666
>1414_3	p_riboswitch=0.005221
>1415_3	p_riboswitch=0.005453
>1416_3	p_riboswitch=0.005424
>1417_3	p_riboswitch=0.012038
>1418_3	p_riboswitch=0.957373
>1419_3	p_riboswitch=0.422121
>1420_3	p_riboswitch=0.990121
>1421_3	p_riboswitch=0.994249
>1422_3	p_riboswitch=0.990443
>1423_3	p_riboswitch=0.379281
>1424_3	p_riboswitch=0.989409
>1425_3	p_riboswitch=0.998428
>1426_3	p_riboswitch=0.999669
>1427_3	p_riboswitch=0.999586
>1428_3	p_riboswitch=0.005408
>1429_3	p_riboswitch=0.005660
>1430_3	p_riboswitch=0.006256
>1431_3	p_riboswitch=0.010069
>1432_3	p_riboswitch=0.025837
>1433_3	p_riboswitch=0.960890
>1434_3	p_riboswitch=0.967631
>1435_3	p_riboswitch=0.985493
>1436_3	p_riboswitch=0.952332
>1437_3	p_riboswitch=0.992683
>1438_3	p_riboswitch=0.989300
>1439_3	p_riboswitch=0.999539
>1440_3	p_riboswitch=0.999248
>1441_3	p_riboswitch=0.005601
>1442_3	p_riboswitch=0.006208
>1443_3	p_riboswitch=0.005502
>1444_3	p_riboswitch=0.013482
>1445_3	p_riboswitch=0.218804
>1446_3	p_riboswitch=0.984327
>1447_3	p_riboswitch=0.994653
>1448_3	p_riboswitch=0.709073
>1449_3	p_riboswitch=0.996003
>1450_3	p_riboswitch=0.958367
>1451_3	p_riboswitch=0.999273
>1452_3	p_riboswitch=0.995187
>1453_3	p_riboswitch=0.006011
>1454_3	p_riboswitch=0.005248
>1455_3	p_riboswitch=0.006538
>1456_3	p_riboswitch=0.013479
>1457_3	p_riboswitch=0.247432
>1458_3	p_riboswitch=0.995459
>1459_3	p_riboswitch=0.629576
>1460_3	p_riboswitch=0.974403
>1461_3	p_riboswitch=0.987752
>1462_3	p_riboswitch=0.999168
>1463_3	p_riboswitch=0.936831
>1464_3	p_riboswitch=0.004945
>1465_3	p_riboswitch=0.005877
>1466_3	p_riboswitch=0.006858
>1467_3	p_riboswitch=0.031840
>1468_3	p_riboswitch=0.089862
>1469_3	p_riboswitch=0.939984
>1470_3	p_riboswitch=0.976616
>1471_3	p_riboswitch=0.982700
>1472_3	p_riboswitch=0.998950
>1473_3	p_riboswitch=0.960651
>1474_3	p_riboswitch=0.005563
>1475_3	p_riboswitch=0.006732
>1476_3	p_riboswitch=0.011800
>1477_3	p_riboswitch=0.025957
>1478_3	p_riboswitch=0.022748
>1479_3	p_riboswitch=0.976960
>1480_3	p_riboswitch=0.971349
>1481_3	p_riboswitch=0.990737
>1482_3	p_riboswitch=0.995242
>1483_3	p_riboswitch=0.006508
>1484_3	p_riboswitch=0.007984
>1485_3	p_riboswitch=0.010993
>1486_3	p_riboswitch=0.020208
>1487_3	p_riboswitch=0.937978
>1488_3	p_riboswitch=0.978743
>1489_3	p_riboswitch=0.950076
>1490_3	p_riboswitch=0.985648
>1491_3	p_riboswitch=0.006760
>1492_3	p_riboswitch=0.007871
>1493_3	p_riboswitch=0.009722
>1494_3	p_riboswitch=0.265079
>1495_3	p_riboswitch=0.965352
>1496_3	p_riboswitch=0.964576
>1497_3	p_riboswitch=0.979788
>1498_3	p_riboswitch=0.006750
>1499_3	p_riboswitch=0.007558
>1500_3	p_riboswitch=0.066142
>1501_3	p_riboswitch=0.295652
>1502_3	p_riboswitch=0.912439
>1503_3	p_riboswitch=0.978646
>1504_3	p_riboswitch=0.006633
>1505_3	p_riboswitch=0.016626
>1506_3	p_riboswitch=0.072085
>1507_3	p_riboswitch=0.974908
>1508_3	p_riboswitch=0.948086
>1509_3	p_riboswitch=0.011099
>1510_3	p_riboswitch=0.017228
>1511_3	p_riboswitch=0.934562
>1512_3	p_riboswitch=0.092906
>1513_3	p_riboswitch=0.011403
>1514_3	p_riboswitch=0.224078
>1515_3	p_riboswitch=0.032486
>1516_3	p_riboswitch=0.041549
>1517_3	p_riboswitch=0.014321
>1518_3	p_riboswitch=0.010583
>1519_3	p_riboswitch=0.014523
>1520_3	p_riboswitch=0.011923
>1521_3	p_riboswitch=0.018629
>1522_3	p_riboswitch=0.009862
>1523_3	p_riboswitch=0.007253
