>1_1	p_riboswitch=0.567109
>777_1	p_riboswitch=0.020235
>778_1	p_riboswitch=0.042616
>779_1	p_riboswitch=0.019316
>780_1	p_riboswitch=0.087580
>781_1	p_riboswitch=0.090011
>782_1	p_riboswitch=0.082151
>783_1	p_riboswitch=0.010381
>784_1	p_riboswitch=0.005511
>785_1	p_riboswitch=0.004214
>786_1	p_riboswitch=0.004061
>787_1	p_riboswitch=0.003774
>788_1	p_riboswitch=0.008881
>789_1	p_riboswitch=0.006247
>790_1	p_riboswitch=0.015434
>791_1	p_riboswitch=0.002088
>792_1	p_riboswitch=0.002445
>793_1	p_riboswitch=0.001181
>794_1	p_riboswitch=0.012118
>795_1	p_riboswitch=0.019150
>796_1	p_riboswitch=0.014954
>797_1	p_riboswitch=0.014038
>798_1	p_riboswitch=0.016393
>799_1	p_riboswitch=0.025486
>800_1	p_riboswitch=0.027483
>801_1	p_riboswitch=0.022011
>802_1	p_riboswitch=0.240073
>803_1	p_riboswitch=0.066567
>804_1	p_riboswitch=0.014045
>805_1	p_riboswitch=0.004445
>806_1	p_riboswitch=0.003918
>807_1	p_riboswitch=0.003851
>808_1	p_riboswitch=0.006818
>809_1	p_riboswitch=0.012945
>810_1	p_riboswitch=0.013866
>811_1	p_riboswitch=0.002804
>812_1	p_riboswitch=0.001859
>813_1	p_riboswitch=0.002311
>814_1	p_riboswitch=0.001216
>815_1	p_riboswitch=0.011055
>816_1	p_riboswitch=0.017326
>817_1	p_riboswitch=0.015969
>818_1	p_riboswitch=0.016622
>819_1	p_riboswitch=0.025884
>820_1	p_riboswitch=0.021914
>821_1	p_riboswitch=0.031468
>822_1	p_riboswitch=0.096390
>823_1	p_riboswitch=0.012717
>824_1	p_riboswitch=0.008311
>825_1	p_riboswitch=0.007050
>826_1	p_riboswitch=0.003759
>827_1	p_riboswitch=0.006625
>828_1	p_riboswitch=0.012792
>829_1	p_riboswitch=0.002174
>830_1	p_riboswitch=0.001878
>831_1	p_riboswitch=0.002420
>832_1	p_riboswitch=0.001812
>833_1	p_riboswitch=0.002023
>834_1	p_riboswitch=0.010664
>835_1	p_riboswitch=0.013078
>836_1	p_riboswitch=0.017912
>837_1	p_riboswitch=0.014278
>838_1	p_riboswitch=0.025146
>839_1	p_riboswitch=0.018691
>840_1	p_riboswitch=0.024852
>841_1	p_riboswitch=0.077588
>842_1	p_riboswitch=0.117076
>843_1	p_riboswitch=0.006521
>844_1	p_riboswitch=0.006434
>845_1	p_riboswitch=0.006103
>846_1	p_riboswitch=0.013356
>847_1	p_riboswitch=0.001903
>848_1	p_riboswitch=0.002208
>849_1	p_riboswitch=0.001729
>850_1	p_riboswitch=0.002310
>851_1	p_riboswitch=0.001654
>852_1	p_riboswitch=0.009098
>853_1	p_riboswitch=0.012697
>854_1	p_riboswitch=0.013437
>855_1	p_riboswitch=0.015817
>856_1	p_riboswitch=0.032925
>857_1	p_riboswitch=0.018995
>858_1	p_riboswitch=0.020225
>859_1	p_riboswitch=0.051182
>860_1	p_riboswitch=0.030936
>861_1	p_riboswitch=0.006392
>862_1	p_riboswitch=0.005054
>863_1	p_riboswitch=0.013002
>864_1	p_riboswitch=0.002064
>865_1	p_riboswitch=0.001914
>866_1	p_riboswitch=0.002079
>867_1	p_riboswitch=0.001727
>868_1	p_riboswitch=0.002012
>869_1	p_riboswitch=0.014073
>870_1	p_riboswitch=0.009350
>871_1	p_riboswitch=0.012994
>872_1	p_riboswitch=0.014717
>873_1	p_riboswitch=0.028455
>874_1	p_riboswitch=0.024457
>875_1	p_riboswitch=0.020687
>876_1	p_riboswitch=0.024524
>877_1	p_riboswitch=0.008001
>878_1	p_riboswitch=0.017511
>879_1	p_riboswitch=0.023271
>880_1	p_riboswitch=0.001999
>881_1	p_riboswitch=0.002055
>882_1	p_riboswitch=0.001848
>883_1	p_riboswitch=0.001902
>884_1	p_riboswitch=0.001603
>885_1	p_riboswitch=0.014378
>886_1	p_riboswitch=0.009464
>887_1	p_riboswitch=0.010226
>888_1	p_riboswitch=0.014004
>889_1	p_riboswitch=0.017943
>890_1	p_riboswitch=0.026875
>891_1	p_riboswitch=0.028056
>892_1	p_riboswitch=0.026749
>893_1	p_riboswitch=0.017836
>894_1	p_riboswitch=0.024726
>895_1	p_riboswitch=0.001776
>896_1	p_riboswitch=0.001988
>897_1	p_riboswitch=0.001974
>898_1	p_riboswitch=0.001759
>899_1	p_riboswitch=0.001786
>900_1	p_riboswitch=0.013439
>901_1	p_riboswitch=0.011006
>902_1	p_riboswitch=0.001671
>903_1	p_riboswitch=0.015854
>904_1	p_riboswitch=0.017247
>905_1	p_riboswitch=0.022302
>906_1	p_riboswitch=0.029125
>907_1	p_riboswitch=0.098478
>908_1	p_riboswitch=0.024576
>909_1	p_riboswitch=0.002416
>910_1	p_riboswitch=0.001764
>911_1	p_riboswitch=0.001922
>912_1	p_riboswitch=0.001886
>913_1	p_riboswitch=0.001691
>914_1	p_riboswitch=0.001841
>915_1	p_riboswitch=0.013185
>916_1	p_riboswitch=0.009731
>917_1	p_riboswitch=0.015916
>918_1	p_riboswitch=0.018867
>919_1	p_riboswitch=0.020607
>920_1	p_riboswitch=0.018589
>921_1	p_riboswitch=0.043148
>922_1	p_riboswitch=0.027175
>923_1	p_riboswitch=0.002410
>924_1	p_riboswitch=0.001725
>925_1	p_riboswitch=0.001851
>926_1	p_riboswitch=0.001803
>927_1	p_riboswitch=0.001724
>928_1	p_riboswitch=0.001829
>929_1	p_riboswitch=0.009053
>930_1	p_riboswitch=0.012486
>931_1	p_riboswitch=0.017869
>932_1	p_riboswitch=0.012306
>933_1	p_riboswitch=0.019722
>934_1	p_riboswitch=0.004687
>935_1	p_riboswitch=0.027605
>936_1	p_riboswitch=0.002294
>937_1	p_riboswitch=0.001670
>938_1	p_riboswitch=0.001780
>939_1	p_riboswitch=0.001834
>940_1	p_riboswitch=0.001696
>941_1	p_riboswitch=0.010610
>942_1	p_riboswitch=0.011032
>943_1	p_riboswitch=0.012506
>944_1	p_riboswitch=0.016923
>945_1	p_riboswitch=0.013225
>946_1	p_riboswitch=0.004177
>947_1	p_riboswitch=0.026379
>948_1	p_riboswitch=0.002161
>949_1	p_riboswitch=0.001639
>950_1	p_riboswitch=0.001806
>951_1	p_riboswitch=0.001798
>952_1	p_riboswitch=0.008958
>953_1	p_riboswitch=0.012736
>954_1	p_riboswitch=0.011173
>955_1	p_riboswitch=0.017511
>956_1	p_riboswitch=0.017365
>957_1	p_riboswitch=0.031474
>958_1	p_riboswitch=0.024849
>959_1	p_riboswitch=0.002048
>960_1	p_riboswitch=0.018672
>961_1	p_riboswitch=0.001768
>962_1	p_riboswitch=0.008793
>963_1	p_riboswitch=0.010688
>964_1	p_riboswitch=0.018457
>965_1	p_riboswitch=0.015816
>966_1	p_riboswitch=0.003360
>967_1	p_riboswitch=0.024703
>968_1	p_riboswitch=0.023633
>969_1	p_riboswitch=0.023107
>970_1	p_riboswitch=0.018640
>971_1	p_riboswitch=0.008221
>972_1	p_riboswitch=0.010478
>973_1	p_riboswitch=0.017582
>974_1	p_riboswitch=0.021836
>975_1	p_riboswitch=0.020208
>976_1	p_riboswitch=0.026354
>977_1	p_riboswitch=0.017807
>978_1	p_riboswitch=0.022772
>979_1	p_riboswitch=0.007054
>980_1	p_riboswitch=0.009707
>981_1	p_riboswitch=0.017797
>982_1	p_riboswitch=0.018493
>983_1	p_riboswitch=0.003071
>984_1	p_riboswitch=0.004453
>985_1	p_riboswitch=0.022856
>986_1	p_riboswitch=0.010798
>987_1	p_riboswitch=0.008077
>988_1	p_riboswitch=0.016358
>989_1	p_riboswitch=0.018126
>990_1	p_riboswitch=0.002714
>991_1	p_riboswitch=0.003976
>992_1	p_riboswitch=0.023505
>993_1	p_riboswitch=0.012768
>994_1	p_riboswitch=0.016531
>995_1	p_riboswitch=0.016628
>996_1	p_riboswitch=0.009810
>997_1	p_riboswitch=0.002980
>998_1	p_riboswitch=0.026683
>999_1	p_riboswitch=0.032222
>1000_1	p_riboswitch=0.012689
>1001_1	p_riboswitch=0.012382
>1002_1	p_riboswitch=0.003277
>1003_1	p_riboswitch=0.032132
>1004_1	p_riboswitch=0.028888
>1005_1	p_riboswitch=0.011647
>1006_1	p_riboswitch=0.003110
>1007_1	p_riboswitch=0.022860
>1008_1	p_riboswitch=0.013225
>1009_1	p_riboswitch=0.002526
>1010_1	p_riboswitch=0.033351
>1011_1	p_riboswitch=0.003503
>1012_1	p_riboswitch=0.044118
>1013_1	p_riboswitch=0.004394
>1014_1	p_riboswitch=0.004004
>1015_1	p_riboswitch=0.006611
>1016_1	p_riboswitch=0.012202
>1017_1	p_riboswitch=0.009153
>1018_1	p_riboswitch=0.014801
>1019_1	p_riboswitch=0.002831
>1020_1	p_riboswitch=0.001233
>1021_1	p_riboswitch=0.012203
>1022_1	p_riboswitch=0.018478
>1023_1	p_riboswitch=0.014914
>1024_1	p_riboswitch=0.013885
>1025_1	p_riboswitch=0.013765
>1026_1	p_riboswitch=0.020235
>1027_1	p_riboswitch=0.042616
>1028_1	p_riboswitch=0.019316
>1029_1	p_riboswitch=0.087580
>1030_1	p_riboswitch=0.090011
>1031_1	p_riboswitch=0.029204
>1032_1	p_riboswitch=0.029151
>1033_1	p_riboswitch=0.021346
>1034_1	p_riboswitch=0.859586
>1035_1	p_riboswitch=0.004061
>1036_1	p_riboswitch=0.003774
>1037_1	p_riboswitch=0.008881
>1038_1	p_riboswitch=0.006247
>1039_1	p_riboswitch=0.015434
>1040_1	p_riboswitch=0.002088
>1041_1	p_riboswitch=0.002445
>1042_1	p_riboswitch=0.001181
>1043_1	p_riboswitch=0.012118
>1044_1	p_riboswitch=0.019150
>1045_1	p_riboswitch=0.014954
>1046_1	p_riboswitch=0.014038
>1047_1	p_riboswitch=0.016393
>1048_1	p_riboswitch=0.025486
>1049_1	p_riboswitch=0.027483
>1050_1	p_riboswitch=0.022011
>1051_1	p_riboswitch=0.240073
>1052_1	p_riboswitch=0.385194
>1053_1	p_riboswitch=0.040858
>1054_1	p_riboswitch=0.015331
>1055_1	p_riboswitch=0.025499
>1056_1	p_riboswitch=0.003851
>1057_1	p_riboswitch=0.006818
>1058_1	p_riboswitch=0.012945
>1059_1	p_riboswitch=0.013866
>1060_1	p_riboswitch=0.002804
>1061_1	p_riboswitch=0.001859
>1062_1	p_riboswitch=0.002311
>1063_1	p_riboswitch=0.001216
>1064_1	p_riboswitch=0.011055
>1065_1	p_riboswitch=0.017326
>1066_1	p_riboswitch=0.015969
>1067_1	p_riboswitch=0.016622
>1068_1	p_riboswitch=0.025884
>1069_1	p_riboswitch=0.021914
>1070_1	p_riboswitch=0.031468
>1071_1	p_riboswitch=0.096390
>1072_1	p_riboswitch=0.611342
>1073_1	p_riboswitch=0.137492
>1074_1	p_riboswitch=0.015579
>1075_1	p_riboswitch=0.047905
>1076_1	p_riboswitch=0.006625
>1077_1	p_riboswitch=0.012792
>1078_1	p_riboswitch=0.002174
>1079_1	p_riboswitch=0.001878
>1080_1	p_riboswitch=0.002420
>1081_1	p_riboswitch=0.001812
>1082_1	p_riboswitch=0.002023
>1083_1	p_riboswitch=0.010664
>1084_1	p_riboswitch=0.013078
>1085_1	p_riboswitch=0.017912
>1086_1	p_riboswitch=0.014278
>1087_1	p_riboswitch=0.025146
>1088_1	p_riboswitch=0.018691
>1089_1	p_riboswitch=0.024852
>1090_1	p_riboswitch=0.077588
>1091_1	p_riboswitch=0.556364
>1092_1	p_riboswitch=0.427998
>1093_1	p_riboswitch=0.177327
>1094_1	p_riboswitch=0.019880
>1095_1	p_riboswitch=0.013356
>1096_1	p_riboswitch=0.001903
>1097_1	p_riboswitch=0.002208
>1098_1	p_riboswitch=0.001729
>1099_1	p_riboswitch=0.002310
>1100_1	p_riboswitch=0.001654
>1101_1	p_riboswitch=0.009098
>1102_1	p_riboswitch=0.012697
>1103_1	p_riboswitch=0.013437
>1104_1	p_riboswitch=0.015817
>1105_1	p_riboswitch=0.032925
>1106_1	p_riboswitch=0.018995
>1107_1	p_riboswitch=0.020225
>1108_1	p_riboswitch=0.051182
>1109_1	p_riboswitch=0.026019
>1110_1	p_riboswitch=0.120003
>1111_1	p_riboswitch=0.464695
>1112_1	p_riboswitch=0.018627
>1113_1	p_riboswitch=0.002064
>1114_1	p_riboswitch=0.001914
>1115_1	p_riboswitch=0.002079
>1116_1	p_riboswitch=0.001727
>1117_1	p_riboswitch=0.002012
>1118_1	p_riboswitch=0.014073
>1119_1	p_riboswitch=0.009350
>1120_1	p_riboswitch=0.012994
>1121_1	p_riboswitch=0.014717
>1122_1	p_riboswitch=0.028455
>1123_1	p_riboswitch=0.024457
>1124_1	p_riboswitch=0.020687
>1125_1	p_riboswitch=0.024524
>1126_1	p_riboswitch=0.124990
>1127_1	p_riboswitch=0.296925
>1128_1	p_riboswitch=0.213038
>1129_1	p_riboswitch=0.400376
>1130_1	p_riboswitch=0.002055
>1131_1	p_riboswitch=0.001848
>1132_1	p_riboswitch=0.001902
>1133_1	p_riboswitch=0.001603
>1134_1	p_riboswitch=0.014378
>1135_1	p_riboswitch=0.009464
>1136_1	p_riboswitch=0.010226
>1137_1	p_riboswitch=0.014004
>1138_1	p_riboswitch=0.017943
>1139_1	p_riboswitch=0.026875
>1140_1	p_riboswitch=0.028056
>1141_1	p_riboswitch=0.026749
>1142_1	p_riboswitch=0.027179
>1143_1	p_riboswitch=0.066106
>1144_1	p_riboswitch=0.429261
>1145_1	p_riboswitch=0.120951
>1146_1	p_riboswitch=0.001974
>1147_1	p_riboswitch=0.001759
>1148_1	p_riboswitch=0.001786
>1149_1	p_riboswitch=0.013439
>1150_1	p_riboswitch=0.011006
>1151_1	p_riboswitch=0.001671
>1152_1	p_riboswitch=0.015854
>1153_1	p_riboswitch=0.017247
>1154_1	p_riboswitch=0.022302
>1155_1	p_riboswitch=0.029125
>1156_1	p_riboswitch=0.098478
>1157_1	p_riboswitch=0.028891
>1158_1	p_riboswitch=0.038857
>1159_1	p_riboswitch=0.108907
>1160_1	p_riboswitch=0.232875
>1161_1	p_riboswitch=0.001886
>1162_1	p_riboswitch=0.001691
>1163_1	p_riboswitch=0.001841
>1164_1	p_riboswitch=0.013185
>1165_1	p_riboswitch=0.009731
>1166_1	p_riboswitch=0.015916
>1167_1	p_riboswitch=0.018867
>1168_1	p_riboswitch=0.020607
>1169_1	p_riboswitch=0.018589
>1170_1	p_riboswitch=0.043148
>1171_1	p_riboswitch=0.398158
>1172_1	p_riboswitch=0.042138
>1173_1	p_riboswitch=0.053408
>1174_1	p_riboswitch=0.076802
>1175_1	p_riboswitch=0.001803
>1176_1	p_riboswitch=0.001724
>1177_1	p_riboswitch=0.001829
>1178_1	p_riboswitch=0.009053
>1179_1	p_riboswitch=0.012486
>1180_1	p_riboswitch=0.017869
>1181_1	p_riboswitch=0.012306
>1182_1	p_riboswitch=0.019722
>1183_1	p_riboswitch=0.004687
>1184_1	p_riboswitch=0.041382
>1185_1	p_riboswitch=0.124828
>1186_1	p_riboswitch=0.058486
>1187_1	p_riboswitch=0.046045
>1188_1	p_riboswitch=0.001834
>1189_1	p_riboswitch=0.001696
>1190_1	p_riboswitch=0.010610
>1191_1	p_riboswitch=0.011032
>1192_1	p_riboswitch=0.012506
>1193_1	p_riboswitch=0.016923
>1194_1	p_riboswitch=0.013225
>1195_1	p_riboswitch=0.004177
>1196_1	p_riboswitch=0.004576
>1197_1	p_riboswitch=0.028525
>1198_1	p_riboswitch=0.176885
>1199_1	p_riboswitch=0.049929
>1200_1	p_riboswitch=0.001798
>1201_1	p_riboswitch=0.008958
>1202_1	p_riboswitch=0.012736
>1203_1	p_riboswitch=0.011173
>1204_1	p_riboswitch=0.017511
>1205_1	p_riboswitch=0.017365
>1206_1	p_riboswitch=0.031474
>1207_1	p_riboswitch=0.004117
>1208_1	p_riboswitch=0.024800
>1209_1	p_riboswitch=0.050012
>1210_1	p_riboswitch=0.118192
>1211_1	p_riboswitch=0.008793
>1212_1	p_riboswitch=0.010688
>1213_1	p_riboswitch=0.018457
>1214_1	p_riboswitch=0.015816
>1215_1	p_riboswitch=0.003360
>1216_1	p_riboswitch=0.024703
>1217_1	p_riboswitch=0.031573
>1218_1	p_riboswitch=0.004055
>1219_1	p_riboswitch=0.026232
>1220_1	p_riboswitch=0.043576
>1221_1	p_riboswitch=0.010478
>1222_1	p_riboswitch=0.017582
>1223_1	p_riboswitch=0.021836
>1224_1	p_riboswitch=0.020208
>1225_1	p_riboswitch=0.026354
>1226_1	p_riboswitch=0.024725
>1227_1	p_riboswitch=0.004701
>1228_1	p_riboswitch=0.004399
>1229_1	p_riboswitch=0.026695
>1230_1	p_riboswitch=0.017797
>1231_1	p_riboswitch=0.018493
>1232_1	p_riboswitch=0.003071
>1233_1	p_riboswitch=0.004453
>1234_1	p_riboswitch=0.025956
>1235_1	p_riboswitch=0.003979
>1236_1	p_riboswitch=0.005304
>1237_1	p_riboswitch=0.004102
>1238_1	p_riboswitch=0.018126
>1239_1	p_riboswitch=0.002714
>1240_1	p_riboswitch=0.003976
>1241_1	p_riboswitch=0.021825
>1242_1	p_riboswitch=0.004556
>1243_1	p_riboswitch=0.003891
>1244_1	p_riboswitch=0.004400
>1245_1	p_riboswitch=0.009810
>1246_1	p_riboswitch=0.002980
>1247_1	p_riboswitch=0.005430
>1248_1	p_riboswitch=0.022867
>1249_1	p_riboswitch=0.004815
>1250_1	p_riboswitch=0.004040
>1251_1	p_riboswitch=0.003277
>1252_1	p_riboswitch=0.004455
>1253_1	p_riboswitch=0.003940
>1254_1	p_riboswitch=0.003285
>1255_1	p_riboswitch=0.004731
>1256_1	p_riboswitch=0.004909
>1257_1	p_riboswitch=0.003468
>1258_1	p_riboswitch=0.004281
>1259_1	p_riboswitch=0.003319
>1260_1	p_riboswitch=0.003516
>1261_1	p_riboswitch=0.003659
>1262_1	p_riboswitch=0.003712
>1263_1	p_riboswitch=0.003706
>1264_1	p_riboswitch=0.003114
>1265_1	p_riboswitch=0.003145
>1266_1	p_riboswitch=0.009153
>1267_1	p_riboswitch=0.014801
>1268_1	p_riboswitch=0.002831
>1269_1	p_riboswitch=0.001233
>1270_1	p_riboswitch=0.012203
>1271_1	p_riboswitch=0.018478
>1272_1	p_riboswitch=0.014914
>1273_1	p_riboswitch=0.013885
>1274_1	p_riboswitch=0.013765
>1275_1	p_riboswitch=0.020235
>1276_1	p_riboswitch=0.042616
>1277_1	p_riboswitch=0.019316
>1278_1	p_riboswitch=0.087580
>1279_1	p_riboswitch=0.090010
>1280_1	p_riboswitch=0.029204
>1281_1	p_riboswitch=0.029151
>1282_1	p_riboswitch=0.021346
>1283_1	p_riboswitch=0.859586
>1284_1	p_riboswitch=0.932809
>1285_1	p_riboswitch=0.077418
>1286_1	p_riboswitch=0.076833
>1287_1	p_riboswitch=0.857328
>1288_1	p_riboswitch=0.015434
>1289_1	p_riboswitch=0.002088
>1290_1	p_riboswitch=0.002445
>1291_1	p_riboswitch=0.001181
>1292_1	p_riboswitch=0.012118
>1293_1	p_riboswitch=0.019150
>1294_1	p_riboswitch=0.014954
>1295_1	p_riboswitch=0.014038
>1296_1	p_riboswitch=0.016393
>1297_1	p_riboswitch=0.025486
>1298_1	p_riboswitch=0.027483
>1299_1	p_riboswitch=0.022011
>1300_1	p_riboswitch=0.240073
>1301_1	p_riboswitch=0.385194
>1302_1	p_riboswitch=0.040858
>1303_1	p_riboswitch=0.015331
>1304_1	p_riboswitch=0.025498
>1305_1	p_riboswitch=0.947339
>1306_1	p_riboswitch=0.051539
>1307_1	p_riboswitch=0.151511
>1308_1	p_riboswitch=0.414768
>1309_1	p_riboswitch=0.002804
>1310_1	p_riboswitch=0.001859
>1311_1	p_riboswitch=0.002311
>1312_1	p_riboswitch=0.001216
>1313_1	p_riboswitch=0.011055
>1314_1	p_riboswitch=0.017326
>1315_1	p_riboswitch=0.015969
>1316_1	p_riboswitch=0.016622
>1317_1	p_riboswitch=0.025884
>1318_1	p_riboswitch=0.021914
>1319_1	p_riboswitch=0.031468
>1320_1	p_riboswitch=0.096390
>1321_1	p_riboswitch=0.611342
>1322_1	p_riboswitch=0.137492
>1323_1	p_riboswitch=0.015579
>1324_1	p_riboswitch=0.047905
>1325_1	p_riboswitch=0.700971
>1326_1	p_riboswitch=0.017004
>1327_1	p_riboswitch=0.040895
>1328_1	p_riboswitch=0.674017
>1329_1	p_riboswitch=0.002420
>1330_1	p_riboswitch=0.001812
>1331_1	p_riboswitch=0.002023
>1332_1	p_riboswitch=0.010664
>1333_1	p_riboswitch=0.013078
>1334_1	p_riboswitch=0.017912
>1335_1	p_riboswitch=0.014278
>1336_1	p_riboswitch=0.025146
>1337_1	p_riboswitch=0.018691
>1338_1	p_riboswitch=0.024852
>1339_1	p_riboswitch=0.077588
>1340_1	p_riboswitch=0.556364
>1341_1	p_riboswitch=0.427998
>1342_1	p_riboswitch=0.177327
>1343_1	p_riboswitch=0.019880
>1344_1	p_riboswitch=0.529629
>1345_1	p_riboswitch=0.014421
>1346_1	p_riboswitch=0.062735
>1347_1	p_riboswitch=0.200098
>1348_1	p_riboswitch=0.002310
>1349_1	p_riboswitch=0.001654
>1350_1	p_riboswitch=0.009098
>1351_1	p_riboswitch=0.012697
>1352_1	p_riboswitch=0.013437
>1353_1	p_riboswitch=0.015817
>1354_1	p_riboswitch=0.032925
>1355_1	p_riboswitch=0.018995
>1356_1	p_riboswitch=0.020225
>1357_1	p_riboswitch=0.051182
>1358_1	p_riboswitch=0.026019
>1359_1	p_riboswitch=0.120003
>1360_1	p_riboswitch=0.464695
>1361_1	p_riboswitch=0.018627
>1362_1	p_riboswitch=0.001944
>1363_1	p_riboswitch=0.013391
>1364_1	p_riboswitch=0.023695
>1365_1	p_riboswitch=0.210848
>1366_1	p_riboswitch=0.002012
>1367_1	p_riboswitch=0.014073
>1368_1	p_riboswitch=0.009350
>1369_1	p_riboswitch=0.012994
>1370_1	p_riboswitch=0.014717
>1371_1	p_riboswitch=0.028455
>1372_1	p_riboswitch=0.024457
>1373_1	p_riboswitch=0.020687
>1374_1	p_riboswitch=0.024524
>1375_1	p_riboswitch=0.124990
>1376_1	p_riboswitch=0.296925
>1377_1	p_riboswitch=0.213038
>1378_1	p_riboswitch=0.400376
>1379_1	p_riboswitch=0.001889
>1380_1	p_riboswitch=0.013127
>1381_1	p_riboswitch=0.019774
>1382_1	p_riboswitch=0.048835
>1383_1	p_riboswitch=0.014378
>1384_1	p_riboswitch=0.009464
>1385_1	p_riboswitch=0.010226
>1386_1	p_riboswitch=0.014004
>1387_1	p_riboswitch=0.017943
>1388_1	p_riboswitch=0.026875
>1389_1	p_riboswitch=0.028056
>1390_1	p_riboswitch=0.026749
>1391_1	p_riboswitch=0.027179
>1392_1	p_riboswitch=0.066106
>1393_1	p_riboswitch=0.429261
>1394_1	p_riboswitch=0.120951
>1395_1	p_riboswitch=0.566517
>1396_1	p_riboswitch=0.017062
>1397_1	p_riboswitch=0.020067
>1398_1	p_riboswitch=0.034045
>1399_1	p_riboswitch=0.011006
>1400_1	p_riboswitch=0.001671
>1401_1	p_riboswitch=0.015854
>1402_1	p_riboswitch=0.017247
>1403_1	p_riboswitch=0.022302
>1404_1	p_riboswitch=0.029125
>1405_1	p_riboswitch=0.098478
>1406_1	p_riboswitch=0.028891
>1407_1	p_riboswitch=0.038857
>1408_1	p_riboswitch=0.108907
>1409_1	p_riboswitch=0.232875
>1410_1	p_riboswitch=0.688660
>1411_1	p_riboswitch=0.039073
>1412_1	p_riboswitch=0.021057
>1413_1	p_riboswitch=0.035119
>1414_1	p_riboswitch=0.009731
>1415_1	p_riboswitch=0.015916
>1416_1	p_riboswitch=0.018867
>1417_1	p_riboswitch=0.020607
>1418_1	p_riboswitch=0.018589
>1419_1	p_riboswitch=0.043148
>1420_1	p_riboswitch=0.398158
>1421_1	p_riboswitch=0.042138
>1422_1	p_riboswitch=0.053408
>1423_1	p_riboswitch=0.076802
>1424_1	p_riboswitch=0.098987
>1425_1	p_riboswitch=0.026092
>1426_1	p_riboswitch=0.063282
>1427_1	p_riboswitch=0.033553
>1428_1	p_riboswitch=0.012486
>1429_1	p_riboswitch=0.017869
>1430_1	p_riboswitch=0.012306
>1431_1	p_riboswitch=0.019722
>1432_1	p_riboswitch=0.004687
>1433_1	p_riboswitch=0.041382
>1434_1	p_riboswitch=0.124828
>1435_1	p_riboswitch=0.058486
>1436_1	p_riboswitch=0.046045
>1437_1	p_riboswitch=0.174116
>1438_1	p_riboswitch=0.033904
>1439_1	p_riboswitch=0.039964
>1440_1	p_riboswitch=0.152974
>1441_1	p_riboswitch=0.012506
>1442_1	p_riboswitch=0.016923
>1443_1	p_riboswitch=0.013225
>1444_1	p_riboswitch=0.004177
>1445_1	p_riboswitch=0.004576
>1446_1	p_riboswitch=0.028525
>1447_1	p_riboswitch=0.176885
>1448_1	p_riboswitch=0.049929
>1449_1	p_riboswitch=0.065817
>1450_1	p_riboswitch=0.027233
>1451_1	p_riboswitch=0.045904
>1452_1	p_riboswitch=0.089839
>1453_1	p_riboswitch=0.017511
>1454_1	p_riboswitch=0.017365
>1455_1	p_riboswitch=0.031474
>1456_1	p_riboswitch=0.004117
>1457_1	p_riboswitch=0.024800
>1458_1	p_riboswitch=0.050012
>1459_1	p_riboswitch=0.118192
>1460_1	p_riboswitch=0.066905
>1461_1	p_riboswitch=0.022225
>1462_1	p_riboswitch=0.042635
>1463_1	p_riboswitch=0.108826
>1464_1	p_riboswitch=0.003360
>1465_1	p_riboswitch=0.024703
>1466_1	p_riboswitch=0.031573
>1467_1	p_riboswitch=0.004055
>1468_1	p_riboswitch=0.026232
>1469_1	p_riboswitch=0.043576
>1470_1	p_riboswitch=0.415834
>1471_1	p_riboswitch=0.022355
>1472_1	p_riboswitch=0.026116
>1473_1	p_riboswitch=0.075380
>1474_1	p_riboswitch=0.026354
>1475_1	p_riboswitch=0.024725
>1476_1	p_riboswitch=0.004701
>1477_1	p_riboswitch=0.004399
>1478_1	p_riboswitch=0.026695
>1479_1	p_riboswitch=0.038273
>1480_1	p_riboswitch=0.028769
>1481_1	p_riboswitch=0.026287
>1482_1	p_riboswitch=0.037163
>1483_1	p_riboswitch=0.025956
>1484_1	p_riboswitch=0.003979
>1485_1	p_riboswitch=0.005304
>1486_1	p_riboswitch=0.004102
>1487_1	p_riboswitch=0.023212
>1488_1	p_riboswitch=0.032666
>1489_1	p_riboswitch=0.043333
>1490_1	p_riboswitch=0.036824
>1491_1	p_riboswitch=0.004556
>1492_1	p_riboswitch=0.003891
>1493_1	p_riboswitch=0.004400
>1494_1	p_riboswitch=0.003807
>1495_1	p_riboswitch=0.022736
>1496_1	p_riboswitch=0.038650
>1497_1	p_riboswitch=0.082262
>1498_1	p_riboswitch=0.004815
>1499_1	p_riboswitch=0.004040
>1500_1	p_riboswitch=0.003828
>1501_1	p_riboswitch=0.003812
>1502_1	p_riboswitch=0.022631
>1503_1	p_riboswitch=0.053928
>1504_1	p_riboswitch=0.004731
>1505_1	p_riboswitch=0.003610
>1506_1	p_riboswitch=0.003720
>1507_1	p_riboswitch=0.003362
>1508_1	p_riboswitch=0.027013
>1509_1	p_riboswitch=0.004158
>1510_1	p_riboswitch=0.003593
>1511_1	p_riboswitch=0.006073
>1512_1	p_riboswitch=0.004584
>1513_1	p_riboswitch=0.004088
>1514_1	p_riboswitch=0.003470
>1515_1	p_riboswitch=0.008854
>1516_1	p_riboswitch=0.007324
>1517_1	p_riboswitch=0.023552
>1518_1	p_riboswitch=0.010327
>1519_1	p_riboswitch=0.012203
>1520_1	p_riboswitch=0.018478
>1521_1	p_riboswitch=0.014914
>1522_1	p_riboswitch=0.013885
>1523_1	p_riboswitch=0.013765
