>Grupo_1 Identificou 1520:
1_1	p_riboswitch=0.567109
2729_1	p_riboswitch=0.998330
2730_1	p_riboswitch=0.998499
2731_1	p_riboswitch=0.998269
2732_1	p_riboswitch=0.998261
2733_1	p_riboswitch=0.982148
2734_1	p_riboswitch=0.748497
2735_1	p_riboswitch=0.762288
2736_1	p_riboswitch=0.683675
2738_1	p_riboswitch=0.630272
2739_1	p_riboswitch=0.998162
2740_1	p_riboswitch=0.998183
2741_1	p_riboswitch=0.998122
2742_1	p_riboswitch=0.998191
2743_1	p_riboswitch=0.974606
2744_1	p_riboswitch=0.917297
2745_1	p_riboswitch=0.814896
2747_1	p_riboswitch=0.518821
2748_1	p_riboswitch=0.997598
2749_1	p_riboswitch=0.998026
2750_1	p_riboswitch=0.998020
2751_1	p_riboswitch=0.998084
2752_1	p_riboswitch=0.996302
2753_1	p_riboswitch=0.923423
2754_1	p_riboswitch=0.606966
2755_1	p_riboswitch=0.550947
2756_1	p_riboswitch=0.997311
2757_1	p_riboswitch=0.997868
2758_1	p_riboswitch=0.997852
2759_1	p_riboswitch=0.998087
2760_1	p_riboswitch=0.959592
2761_1	p_riboswitch=0.880125
2762_1	p_riboswitch=0.638623
2763_1	p_riboswitch=0.997035
2764_1	p_riboswitch=0.997626
2765_1	p_riboswitch=0.997773
2766_1	p_riboswitch=0.997985
2767_1	p_riboswitch=0.773223
2768_1	p_riboswitch=0.885281
2769_1	p_riboswitch=0.996538
2770_1	p_riboswitch=0.997553
2771_1	p_riboswitch=0.997638
2772_1	p_riboswitch=0.997274
2773_1	p_riboswitch=0.995417
2774_1	p_riboswitch=0.996087
2775_1	p_riboswitch=0.997352
2776_1	p_riboswitch=0.996311
2777_1	p_riboswitch=0.997639
2778_1	p_riboswitch=0.995816
2779_1	p_riboswitch=0.995525
2780_1	p_riboswitch=0.997073
2781_1	p_riboswitch=0.991049
2782_1	p_riboswitch=0.996654
2783_1	p_riboswitch=0.994119
2784_1	p_riboswitch=0.957100
2785_1	p_riboswitch=0.955693
2786_1	p_riboswitch=0.966884
2787_1	p_riboswitch=0.993673
2788_1	p_riboswitch=0.983860
2789_1	p_riboswitch=0.847119
2790_1	p_riboswitch=0.810881
2791_1	p_riboswitch=0.939823
2792_1	p_riboswitch=0.995874
2793_1	p_riboswitch=0.992620
2794_1	p_riboswitch=0.791607
2795_1	p_riboswitch=0.554545
2796_1	p_riboswitch=0.873275
2797_1	p_riboswitch=0.787009
2798_1	p_riboswitch=0.880969
2802_1	p_riboswitch=0.848774
2806_1	p_riboswitch=0.975080
2807_1	p_riboswitch=0.979481
2808_1	p_riboswitch=0.944628
2809_1	p_riboswitch=0.995203
2810_1	p_riboswitch=0.702282
2811_1	p_riboswitch=0.574991
2812_1	p_riboswitch=0.790771
2813_1	p_riboswitch=0.947270
2814_1	p_riboswitch=0.548793
2815_1	p_riboswitch=0.989341
2816_1	p_riboswitch=0.620648
2818_1	p_riboswitch=0.947200
2819_1	p_riboswitch=0.524379
2820_1	p_riboswitch=0.907062
2823_1	p_riboswitch=0.981639
2824_1	p_riboswitch=0.930182
2825_1	p_riboswitch=0.578924
2827_1	p_riboswitch=0.985787
2828_1	p_riboswitch=0.998395
2829_1	p_riboswitch=0.964020
2830_1	p_riboswitch=0.817923
2831_1	p_riboswitch=0.515940
2832_1	p_riboswitch=0.839829
2833_1	p_riboswitch=0.805994
2834_1	p_riboswitch=0.988579
2835_1	p_riboswitch=0.985868
2836_1	p_riboswitch=0.988920
2837_1	p_riboswitch=0.548120
2839_1	p_riboswitch=0.975210
2840_1	p_riboswitch=0.675184
2841_1	p_riboswitch=0.617537
2843_1	p_riboswitch=0.959381
2844_1	p_riboswitch=0.653954
2845_1	p_riboswitch=0.760629
2847_1	p_riboswitch=0.997681
2848_1	p_riboswitch=0.998590
2849_1	p_riboswitch=0.986094
2850_1	p_riboswitch=0.753755
2851_1	p_riboswitch=0.664083
2852_1	p_riboswitch=0.869763
2853_1	p_riboswitch=0.694443
2854_1	p_riboswitch=0.970239
2855_1	p_riboswitch=0.983064
2856_1	p_riboswitch=0.991770
2858_1	p_riboswitch=0.937792
2859_1	p_riboswitch=0.979253
2860_1	p_riboswitch=0.558066
2861_1	p_riboswitch=0.806327
2862_1	p_riboswitch=0.825823
2863_1	p_riboswitch=0.613439
2865_1	p_riboswitch=0.713526
2866_1	p_riboswitch=0.997634
2867_1	p_riboswitch=0.960098
2868_1	p_riboswitch=0.986405
2869_1	p_riboswitch=0.868636
2870_1	p_riboswitch=0.722405
2871_1	p_riboswitch=0.830979
2873_1	p_riboswitch=0.971098
2874_1	p_riboswitch=0.970700
2875_1	p_riboswitch=0.989562
2876_1	p_riboswitch=0.939331
2877_1	p_riboswitch=0.938961
2878_1	p_riboswitch=0.965922
2879_1	p_riboswitch=0.684870
2880_1	p_riboswitch=0.805507
2884_1	p_riboswitch=0.991633
2885_1	p_riboswitch=0.961412
2886_1	p_riboswitch=0.897047
2887_1	p_riboswitch=0.850642
2888_1	p_riboswitch=0.644774
2889_1	p_riboswitch=0.707270
2891_1	p_riboswitch=0.973265
2892_1	p_riboswitch=0.958796
2893_1	p_riboswitch=0.929494
2894_1	p_riboswitch=0.942600
2895_1	p_riboswitch=0.837384
2896_1	p_riboswitch=0.970133
2897_1	p_riboswitch=0.911120
2901_1	p_riboswitch=0.994294
2902_1	p_riboswitch=0.951497
2903_1	p_riboswitch=0.890364
2904_1	p_riboswitch=0.763766
2905_1	p_riboswitch=0.987159
2906_1	p_riboswitch=0.673468
2908_1	p_riboswitch=0.943314
2909_1	p_riboswitch=0.595887
2910_1	p_riboswitch=0.939464
2911_1	p_riboswitch=0.878529
2912_1	p_riboswitch=0.779115
2913_1	p_riboswitch=0.984021
2914_1	p_riboswitch=0.932913
2915_1	p_riboswitch=0.548168
2917_1	p_riboswitch=0.995023
2918_1	p_riboswitch=0.998105
2919_1	p_riboswitch=0.767753
2920_1	p_riboswitch=0.992660
2922_1	p_riboswitch=0.615458
2924_1	p_riboswitch=0.965169
2925_1	p_riboswitch=0.683978
2926_1	p_riboswitch=0.958014
2927_1	p_riboswitch=0.866816
2928_1	p_riboswitch=0.910517
2929_1	p_riboswitch=0.970682
2930_1	p_riboswitch=0.734540
2932_1	p_riboswitch=0.997192
2933_1	p_riboswitch=0.998123
2934_1	p_riboswitch=0.969298
2935_1	p_riboswitch=0.571469
2937_1	p_riboswitch=0.520367
2939_1	p_riboswitch=0.966193
2940_1	p_riboswitch=0.895090
2941_1	p_riboswitch=0.830146
2942_1	p_riboswitch=0.901909
2943_1	p_riboswitch=0.891914
2944_1	p_riboswitch=0.981402
2945_1	p_riboswitch=0.693250
2946_1	p_riboswitch=0.997196
2947_1	p_riboswitch=0.945344
2948_1	p_riboswitch=0.697175
2951_1	p_riboswitch=0.653042
2953_1	p_riboswitch=0.877105
2955_1	p_riboswitch=0.893538
2956_1	p_riboswitch=0.863217
2957_1	p_riboswitch=0.913334
2958_1	p_riboswitch=0.985370
2959_1	p_riboswitch=0.990051
2960_1	p_riboswitch=0.849092
2961_1	p_riboswitch=0.985128
2963_1	p_riboswitch=0.527552
2964_1	p_riboswitch=0.674215
2966_1	p_riboswitch=0.946384
2967_1	p_riboswitch=0.778241
2968_1	p_riboswitch=0.916752
2969_1	p_riboswitch=0.822055
2970_1	p_riboswitch=0.710079
2971_1	p_riboswitch=0.985902
2972_1	p_riboswitch=0.816335
2973_1	p_riboswitch=0.983055
2974_1	p_riboswitch=0.610532
2978_1	p_riboswitch=0.833508
2979_1	p_riboswitch=0.767651
2980_1	p_riboswitch=0.951190
2981_1	p_riboswitch=0.916992
2982_1	p_riboswitch=0.982148
2983_1	p_riboswitch=0.748497
2984_1	p_riboswitch=0.762288
2985_1	p_riboswitch=0.683675
2987_1	p_riboswitch=0.630272
2988_1	p_riboswitch=0.640894
2989_1	p_riboswitch=0.998141
2990_1	p_riboswitch=0.730866
2991_1	p_riboswitch=0.964969
2992_1	p_riboswitch=0.974606
2993_1	p_riboswitch=0.917297
2994_1	p_riboswitch=0.814896
2996_1	p_riboswitch=0.518821
2997_1	p_riboswitch=0.762256
2998_1	p_riboswitch=0.634702
2999_1	p_riboswitch=0.992101
3000_1	p_riboswitch=0.887468
3001_1	p_riboswitch=0.996302
3002_1	p_riboswitch=0.923423
3003_1	p_riboswitch=0.606966
3004_1	p_riboswitch=0.550947
3005_1	p_riboswitch=0.677566
3008_1	p_riboswitch=0.951078
3009_1	p_riboswitch=0.959592
3010_1	p_riboswitch=0.880125
3011_1	p_riboswitch=0.638623
3012_1	p_riboswitch=0.761308
3013_1	p_riboswitch=0.991403
3014_1	p_riboswitch=0.975652
3016_1	p_riboswitch=0.773223
3017_1	p_riboswitch=0.885281
3018_1	p_riboswitch=0.603829
3019_1	p_riboswitch=0.996790
3020_1	p_riboswitch=0.988967
3021_1	p_riboswitch=0.646423
3022_1	p_riboswitch=0.995417
3023_1	p_riboswitch=0.796353
3024_1	p_riboswitch=0.971878
3025_1	p_riboswitch=0.993783
3026_1	p_riboswitch=0.527093
3027_1	p_riboswitch=0.905736
3028_1	p_riboswitch=0.795301
3029_1	p_riboswitch=0.995529
3030_1	p_riboswitch=0.563839
3031_1	p_riboswitch=0.936138
3032_1	p_riboswitch=0.762324
3033_1	p_riboswitch=0.994273
3034_1	p_riboswitch=0.738845
3035_1	p_riboswitch=0.970094
3036_1	p_riboswitch=0.998155
3037_1	p_riboswitch=0.983860
3038_1	p_riboswitch=0.847119
3039_1	p_riboswitch=0.810881
3040_1	p_riboswitch=0.939823
3041_1	p_riboswitch=0.995874
3042_1	p_riboswitch=0.992620
3043_1	p_riboswitch=0.791607
3044_1	p_riboswitch=0.554545
3045_1	p_riboswitch=0.873275
3046_1	p_riboswitch=0.787009
3047_1	p_riboswitch=0.880969
3051_1	p_riboswitch=0.848774
3059_1	p_riboswitch=0.702282
3060_1	p_riboswitch=0.574991
3061_1	p_riboswitch=0.790771
3062_1	p_riboswitch=0.947270
3063_1	p_riboswitch=0.548793
3064_1	p_riboswitch=0.989341
3065_1	p_riboswitch=0.620648
3067_1	p_riboswitch=0.947200
3068_1	p_riboswitch=0.524379
3069_1	p_riboswitch=0.907062
3072_1	p_riboswitch=0.981639
3073_1	p_riboswitch=0.930182
3074_1	p_riboswitch=0.578924
3080_1	p_riboswitch=0.515940
3081_1	p_riboswitch=0.839829
3082_1	p_riboswitch=0.805994
3083_1	p_riboswitch=0.988579
3084_1	p_riboswitch=0.985868
3085_1	p_riboswitch=0.988920
3086_1	p_riboswitch=0.548120
3088_1	p_riboswitch=0.975210
3089_1	p_riboswitch=0.675184
3090_1	p_riboswitch=0.617537
3092_1	p_riboswitch=0.959381
3093_1	p_riboswitch=0.653954
3094_1	p_riboswitch=0.760629
3100_1	p_riboswitch=0.664083
3101_1	p_riboswitch=0.869763
3102_1	p_riboswitch=0.694443
3103_1	p_riboswitch=0.970239
3104_1	p_riboswitch=0.983064
3105_1	p_riboswitch=0.991770
3107_1	p_riboswitch=0.937792
3108_1	p_riboswitch=0.979253
3109_1	p_riboswitch=0.558066
3110_1	p_riboswitch=0.806327
3111_1	p_riboswitch=0.825823
3112_1	p_riboswitch=0.613439
3114_1	p_riboswitch=0.713526
3119_1	p_riboswitch=0.722405
3120_1	p_riboswitch=0.830979
3122_1	p_riboswitch=0.971098
3123_1	p_riboswitch=0.970700
3124_1	p_riboswitch=0.989562
3125_1	p_riboswitch=0.939331
3126_1	p_riboswitch=0.938961
3127_1	p_riboswitch=0.965922
3128_1	p_riboswitch=0.684870
3129_1	p_riboswitch=0.805507
3133_1	p_riboswitch=0.684538
3134_1	p_riboswitch=0.552772
3137_1	p_riboswitch=0.644774
3138_1	p_riboswitch=0.707270
3140_1	p_riboswitch=0.973265
3141_1	p_riboswitch=0.958796
3142_1	p_riboswitch=0.929494
3143_1	p_riboswitch=0.942600
3144_1	p_riboswitch=0.837384
3145_1	p_riboswitch=0.970133
3146_1	p_riboswitch=0.911120
3151_1	p_riboswitch=0.952252
3153_1	p_riboswitch=0.672606
3154_1	p_riboswitch=0.987159
3155_1	p_riboswitch=0.673468
3157_1	p_riboswitch=0.943314
3158_1	p_riboswitch=0.595887
3159_1	p_riboswitch=0.939464
3160_1	p_riboswitch=0.878529
3161_1	p_riboswitch=0.779114
3162_1	p_riboswitch=0.984021
3163_1	p_riboswitch=0.932913
3164_1	p_riboswitch=0.548168
3168_1	p_riboswitch=0.951830
3169_1	p_riboswitch=0.559637
3171_1	p_riboswitch=0.615458
3173_1	p_riboswitch=0.965169
3174_1	p_riboswitch=0.683978
3175_1	p_riboswitch=0.958014
3176_1	p_riboswitch=0.866816
3177_1	p_riboswitch=0.910517
3178_1	p_riboswitch=0.970682
3179_1	p_riboswitch=0.734540
3183_1	p_riboswitch=0.900731
3184_1	p_riboswitch=0.988228
3186_1	p_riboswitch=0.520367
3188_1	p_riboswitch=0.966193
3189_1	p_riboswitch=0.895090
3190_1	p_riboswitch=0.830146
3191_1	p_riboswitch=0.901909
3192_1	p_riboswitch=0.891914
3193_1	p_riboswitch=0.981402
3194_1	p_riboswitch=0.693250
3195_1	p_riboswitch=0.524815
3197_1	p_riboswitch=0.838738
3198_1	p_riboswitch=0.986849
3200_1	p_riboswitch=0.653042
3202_1	p_riboswitch=0.877105
3204_1	p_riboswitch=0.893538
3205_1	p_riboswitch=0.863217
3206_1	p_riboswitch=0.913334
3207_1	p_riboswitch=0.985370
3208_1	p_riboswitch=0.704377
3211_1	p_riboswitch=0.957968
3212_1	p_riboswitch=0.527552
3213_1	p_riboswitch=0.674215
3215_1	p_riboswitch=0.946384
3216_1	p_riboswitch=0.778241
3217_1	p_riboswitch=0.916752
3218_1	p_riboswitch=0.822055
3219_1	p_riboswitch=0.710079
3220_1	p_riboswitch=0.935280
3221_1	p_riboswitch=0.945159
3222_1	p_riboswitch=0.962062
3223_1	p_riboswitch=0.798784
3227_1	p_riboswitch=0.833508
3228_1	p_riboswitch=0.767651
3229_1	p_riboswitch=0.951190
3230_1	p_riboswitch=0.916992
3231_1	p_riboswitch=0.630701
3232_1	p_riboswitch=0.992011
3233_1	p_riboswitch=0.927392
3234_1	p_riboswitch=0.986901
3236_1	p_riboswitch=0.630272
3237_1	p_riboswitch=0.640894
3238_1	p_riboswitch=0.998141
3239_1	p_riboswitch=0.730866
3240_1	p_riboswitch=0.964969
3241_1	p_riboswitch=0.937268
3242_1	p_riboswitch=0.975694
3243_1	p_riboswitch=0.996330
3244_1	p_riboswitch=0.975969
3245_1	p_riboswitch=0.518821
3246_1	p_riboswitch=0.762256
3247_1	p_riboswitch=0.634702
3248_1	p_riboswitch=0.992101
3249_1	p_riboswitch=0.887468
3250_1	p_riboswitch=0.947376
3251_1	p_riboswitch=0.947304
3252_1	p_riboswitch=0.986165
3253_1	p_riboswitch=0.997779
3254_1	p_riboswitch=0.677566
3257_1	p_riboswitch=0.951078
3258_1	p_riboswitch=0.836379
3259_1	p_riboswitch=0.895735
3260_1	p_riboswitch=0.989177
3261_1	p_riboswitch=0.992925
3262_1	p_riboswitch=0.991403
3263_1	p_riboswitch=0.975652
3265_1	p_riboswitch=0.993745
3266_1	p_riboswitch=0.761023
3267_1	p_riboswitch=0.990239
3268_1	p_riboswitch=0.994529
3269_1	p_riboswitch=0.988967
3270_1	p_riboswitch=0.646423
3272_1	p_riboswitch=0.997828
3273_1	p_riboswitch=0.991880
3274_1	p_riboswitch=0.994833
3275_1	p_riboswitch=0.527093
3276_1	p_riboswitch=0.627261
3278_1	p_riboswitch=0.997312
3279_1	p_riboswitch=0.990044
3280_1	p_riboswitch=0.511301
3281_1	p_riboswitch=0.634342
3282_1	p_riboswitch=0.996054
3283_1	p_riboswitch=0.998021
3284_1	p_riboswitch=0.995990
3285_1	p_riboswitch=0.994633
3286_1	p_riboswitch=0.994863
3287_1	p_riboswitch=0.996648
3288_1	p_riboswitch=0.995079
3289_1	p_riboswitch=0.989331
3290_1	p_riboswitch=0.995874
3291_1	p_riboswitch=0.992620
3292_1	p_riboswitch=0.791607
3293_1	p_riboswitch=0.554545
3294_1	p_riboswitch=0.873275
3295_1	p_riboswitch=0.787009
3296_1	p_riboswitch=0.880969
3300_1	p_riboswitch=0.848774
3312_1	p_riboswitch=0.548793
3313_1	p_riboswitch=0.989341
3314_1	p_riboswitch=0.620648
3316_1	p_riboswitch=0.947200
3317_1	p_riboswitch=0.524379
3318_1	p_riboswitch=0.907062
3321_1	p_riboswitch=0.981639
3322_1	p_riboswitch=0.930182
3323_1	p_riboswitch=0.578924
3333_1	p_riboswitch=0.985868
3334_1	p_riboswitch=0.988920
3335_1	p_riboswitch=0.548120
3337_1	p_riboswitch=0.975210
3338_1	p_riboswitch=0.675184
3339_1	p_riboswitch=0.617537
3341_1	p_riboswitch=0.959381
3342_1	p_riboswitch=0.653954
3343_1	p_riboswitch=0.760629
3353_1	p_riboswitch=0.983064
3354_1	p_riboswitch=0.991770
3356_1	p_riboswitch=0.937792
3357_1	p_riboswitch=0.979253
3358_1	p_riboswitch=0.558066
3359_1	p_riboswitch=0.806327
3360_1	p_riboswitch=0.825823
3361_1	p_riboswitch=0.613439
3363_1	p_riboswitch=0.713526
3372_1	p_riboswitch=0.970700
3373_1	p_riboswitch=0.989562
3374_1	p_riboswitch=0.939331
3375_1	p_riboswitch=0.938961
3376_1	p_riboswitch=0.965922
3377_1	p_riboswitch=0.684870
3378_1	p_riboswitch=0.805507
3382_1	p_riboswitch=0.684538
3383_1	p_riboswitch=0.552772
3390_1	p_riboswitch=0.958796
3391_1	p_riboswitch=0.929494
3392_1	p_riboswitch=0.942600
3393_1	p_riboswitch=0.837384
3394_1	p_riboswitch=0.970133
3395_1	p_riboswitch=0.911120
3400_1	p_riboswitch=0.952252
3402_1	p_riboswitch=0.672606
3407_1	p_riboswitch=0.595887
3408_1	p_riboswitch=0.939464
3409_1	p_riboswitch=0.878529
3410_1	p_riboswitch=0.779114
3411_1	p_riboswitch=0.984021
3412_1	p_riboswitch=0.932913
3413_1	p_riboswitch=0.548168
3417_1	p_riboswitch=0.951830
3418_1	p_riboswitch=0.559637
3419_1	p_riboswitch=0.735500
3423_1	p_riboswitch=0.683978
3424_1	p_riboswitch=0.958014
3425_1	p_riboswitch=0.866816
3426_1	p_riboswitch=0.910517
3427_1	p_riboswitch=0.970682
3428_1	p_riboswitch=0.734540
3432_1	p_riboswitch=0.900731
3433_1	p_riboswitch=0.988228
3434_1	p_riboswitch=0.575074
3435_1	p_riboswitch=0.671239
3438_1	p_riboswitch=0.895090
3439_1	p_riboswitch=0.830146
3440_1	p_riboswitch=0.901909
3441_1	p_riboswitch=0.891914
3442_1	p_riboswitch=0.981402
3443_1	p_riboswitch=0.693250
3444_1	p_riboswitch=0.524815
3446_1	p_riboswitch=0.838738
3447_1	p_riboswitch=0.986849
3448_1	p_riboswitch=0.987816
3453_1	p_riboswitch=0.893538
3454_1	p_riboswitch=0.863217
3455_1	p_riboswitch=0.913334
3456_1	p_riboswitch=0.985370
3457_1	p_riboswitch=0.704377
3460_1	p_riboswitch=0.957968
3461_1	p_riboswitch=0.988762
3462_1	p_riboswitch=0.982338
3463_1	p_riboswitch=0.533610
3465_1	p_riboswitch=0.778241
3466_1	p_riboswitch=0.916752
3467_1	p_riboswitch=0.822055
3468_1	p_riboswitch=0.710079
3469_1	p_riboswitch=0.935280
3470_1	p_riboswitch=0.945159
3471_1	p_riboswitch=0.962062
3472_1	p_riboswitch=0.798784
3473_1	p_riboswitch=0.965055
3474_1	p_riboswitch=0.975285
3475_1	p_riboswitch=0.987446
3477_1	p_riboswitch=0.767651
3478_1	p_riboswitch=0.951190
3479_1	p_riboswitch=0.916992
3480_1	p_riboswitch=0.630702
3481_1	p_riboswitch=0.992011
3482_1	p_riboswitch=0.927392
3483_1	p_riboswitch=0.986901
3484_1	p_riboswitch=0.831295
3485_1	p_riboswitch=0.951538
3486_1	p_riboswitch=0.966797
3488_1	p_riboswitch=0.730866
3489_1	p_riboswitch=0.964969
3490_1	p_riboswitch=0.937268
3491_1	p_riboswitch=0.975694
3492_1	p_riboswitch=0.996330
3493_1	p_riboswitch=0.975969
3494_1	p_riboswitch=0.986300
3495_1	p_riboswitch=0.789499
3496_1	p_riboswitch=0.936728
3497_1	p_riboswitch=0.953065
3498_1	p_riboswitch=0.887468
3499_1	p_riboswitch=0.947376
3500_1	p_riboswitch=0.947304
3501_1	p_riboswitch=0.986165
3502_1	p_riboswitch=0.997779
3503_1	p_riboswitch=0.975546
3504_1	p_riboswitch=0.978501
3505_1	p_riboswitch=0.780446
3507_1	p_riboswitch=0.836379
3508_1	p_riboswitch=0.895735
3509_1	p_riboswitch=0.989177
3510_1	p_riboswitch=0.992925
3511_1	p_riboswitch=0.997591
3512_1	p_riboswitch=0.961419
3513_1	p_riboswitch=0.740865
3515_1	p_riboswitch=0.761023
3516_1	p_riboswitch=0.990239
3517_1	p_riboswitch=0.994529
3518_1	p_riboswitch=0.992893
3519_1	p_riboswitch=0.996786
3520_1	p_riboswitch=0.976824
3522_1	p_riboswitch=0.991880
3523_1	p_riboswitch=0.994833
3524_1	p_riboswitch=0.994242
3525_1	p_riboswitch=0.991097
3526_1	p_riboswitch=0.997985
3527_1	p_riboswitch=0.780732
3528_1	p_riboswitch=0.990044
3529_1	p_riboswitch=0.994690
3530_1	p_riboswitch=0.992264
3531_1	p_riboswitch=0.990485
3532_1	p_riboswitch=0.950183
3533_1	p_riboswitch=0.989887
3534_1	p_riboswitch=0.993575
3535_1	p_riboswitch=0.989116
3536_1	p_riboswitch=0.604061
3537_1	p_riboswitch=0.985119
3538_1	p_riboswitch=0.994435
3539_1	p_riboswitch=0.988560
3540_1	p_riboswitch=0.986393
3541_1	p_riboswitch=0.996005
3542_1	p_riboswitch=0.989158
3543_1	p_riboswitch=0.873275
3544_1	p_riboswitch=0.787009
3545_1	p_riboswitch=0.880969
3549_1	p_riboswitch=0.848774
3565_1	p_riboswitch=0.947200
3566_1	p_riboswitch=0.524379
3567_1	p_riboswitch=0.907062
3570_1	p_riboswitch=0.981639
3571_1	p_riboswitch=0.930182
3572_1	p_riboswitch=0.578924
3586_1	p_riboswitch=0.975210
3587_1	p_riboswitch=0.675184
3588_1	p_riboswitch=0.617537
3590_1	p_riboswitch=0.959381
3591_1	p_riboswitch=0.653954
3592_1	p_riboswitch=0.760629
3606_1	p_riboswitch=0.979253
3607_1	p_riboswitch=0.558066
3608_1	p_riboswitch=0.806327
3609_1	p_riboswitch=0.825823
3610_1	p_riboswitch=0.613439
3612_1	p_riboswitch=0.713526
3625_1	p_riboswitch=0.965922
3626_1	p_riboswitch=0.684870
3627_1	p_riboswitch=0.805507
3631_1	p_riboswitch=0.684538
3632_1	p_riboswitch=0.552772
3643_1	p_riboswitch=0.970133
3644_1	p_riboswitch=0.911120
3649_1	p_riboswitch=0.952252
3651_1	p_riboswitch=0.672606
3660_1	p_riboswitch=0.984021
3661_1	p_riboswitch=0.932913
3662_1	p_riboswitch=0.548168
3666_1	p_riboswitch=0.951830
3667_1	p_riboswitch=0.559637
3668_1	p_riboswitch=0.735500
3676_1	p_riboswitch=0.970682
3677_1	p_riboswitch=0.734540
3681_1	p_riboswitch=0.900731
3682_1	p_riboswitch=0.988228
3683_1	p_riboswitch=0.575074
3684_1	p_riboswitch=0.671239
3691_1	p_riboswitch=0.981402
3692_1	p_riboswitch=0.693250
3693_1	p_riboswitch=0.524815
3695_1	p_riboswitch=0.838738
3696_1	p_riboswitch=0.986849
3697_1	p_riboswitch=0.987816
3705_1	p_riboswitch=0.985370
3706_1	p_riboswitch=0.704377
3709_1	p_riboswitch=0.957968
3710_1	p_riboswitch=0.988762
3711_1	p_riboswitch=0.982338
3712_1	p_riboswitch=0.533610
3718_1	p_riboswitch=0.935280
3719_1	p_riboswitch=0.945159
3720_1	p_riboswitch=0.962062
3721_1	p_riboswitch=0.798784
3722_1	p_riboswitch=0.965055
3723_1	p_riboswitch=0.975285
3724_1	p_riboswitch=0.987446
3730_1	p_riboswitch=0.992011
3731_1	p_riboswitch=0.927392
3732_1	p_riboswitch=0.986901
3733_1	p_riboswitch=0.831295
3734_1	p_riboswitch=0.951538
3735_1	p_riboswitch=0.966797
3741_1	p_riboswitch=0.996330
3742_1	p_riboswitch=0.975969
3743_1	p_riboswitch=0.986300
3744_1	p_riboswitch=0.789499
3745_1	p_riboswitch=0.936728
3746_1	p_riboswitch=0.953065
3751_1	p_riboswitch=0.997779
3752_1	p_riboswitch=0.975546
3753_1	p_riboswitch=0.978501
3754_1	p_riboswitch=0.780446
3756_1	p_riboswitch=0.878997
3757_1	p_riboswitch=0.570335
3760_1	p_riboswitch=0.997591
3761_1	p_riboswitch=0.961419
3762_1	p_riboswitch=0.740865
3768_1	p_riboswitch=0.996786
3769_1	p_riboswitch=0.976824
3775_1	p_riboswitch=0.997985
3776_1	p_riboswitch=0.780732
3781_1	p_riboswitch=0.950183
3782_1	p_riboswitch=0.748455
3786_1	p_riboswitch=0.941712
3787_1	p_riboswitch=0.784843
3790_1	p_riboswitch=0.704687
3792_1	p_riboswitch=0.913146
3793_1	p_riboswitch=0.654639
3795_1	p_riboswitch=0.642881
3798_1	p_riboswitch=0.848774
3819_1	p_riboswitch=0.981639
3820_1	p_riboswitch=0.930182
3821_1	p_riboswitch=0.578924
3839_1	p_riboswitch=0.959381
3840_1	p_riboswitch=0.653954
3841_1	p_riboswitch=0.760629
3859_1	p_riboswitch=0.613439
3861_1	p_riboswitch=0.713526
3880_1	p_riboswitch=0.684538
3881_1	p_riboswitch=0.552772
3898_1	p_riboswitch=0.952252
3900_1	p_riboswitch=0.672606
3915_1	p_riboswitch=0.951830
3916_1	p_riboswitch=0.559637
3917_1	p_riboswitch=0.735500
3930_1	p_riboswitch=0.900731
3931_1	p_riboswitch=0.988228
3932_1	p_riboswitch=0.575074
3933_1	p_riboswitch=0.671239
3944_1	p_riboswitch=0.838738
3945_1	p_riboswitch=0.986849
3946_1	p_riboswitch=0.987816
3958_1	p_riboswitch=0.957968
3959_1	p_riboswitch=0.988762
3960_1	p_riboswitch=0.982338
3961_1	p_riboswitch=0.533610
3971_1	p_riboswitch=0.965055
3972_1	p_riboswitch=0.975285
3973_1	p_riboswitch=0.987446
3983_1	p_riboswitch=0.951538
3984_1	p_riboswitch=0.966797
3994_1	p_riboswitch=0.936728
3995_1	p_riboswitch=0.953065
4005_1	p_riboswitch=0.878997
4006_1	p_riboswitch=0.570335
4070_1	p_riboswitch=0.809848
4149_1	p_riboswitch=0.672606
4166_1	p_riboswitch=0.735500
4182_1	p_riboswitch=0.671239
4319_1	p_riboswitch=0.809849

